title,link,image,episode,rating,views,quality,year,genres,description,season,type
Stella Jogakuin Koutou-ka C³-bu,https://animevietsub.page/phim/stella-jogakuin-koutou-ka-c-bu-a2452/,https://cdn.animevietsub.page/data/poster/2017/09/22/animevsub-uc65OATZDO.jpg,N/A,8.6 trong số 10 dựa trên 8 thành viên đánh giá,"36,325",BD,2013,"School, Sports, Military",Một con nhóc năm nhất mới vào trường gia nhập vào clb súng ống chuyên chơi survival. Chuyện gì sẽ đến tiếp theo? Xem film...,Mùa xuân,phim lẻ
School Days: Magical Heart Kokoro-chan,https://animevietsub.page/phim/school-days-magical-heart-kokoro-chan-a2350/,https://cdn.animevietsub.page/data/poster/2017/09/20/animevsub-hXVMilmhlH.jpg,N/A,4.9 trong số 10 dựa trên 19 thành viên đánh giá,"55,864",HD,2008,"Ecchi, Comedy, Magic",Ova 2 của school days,Mùa xuân,phim lẻ
Sarusuberi: Miss Hokusai,https://animevietsub.page/phim/sarusuberi-miss-hokusai-a2345/,https://cdn.animevietsub.page/data/poster/2017/09/20/animevsub-6AlTXj0HEI.jpg,N/A,9.7 trong số 10 dựa trên 3 thành viên đánh giá,"17,599",HD,2015,"Supernatural, Drama, Historical","Phim Kể về con gái của danh họa Hokusai.

",Mùa xuân,phim lẻ
Date A Live IF Version,https://animevietsub.page/phim/date-a-live-if-version-i4-a603/,https://cdn.animevietsub.page/data/poster/2017/09/23/animevsub-9efuGfFVLq.jpg,N/A,9.2 trong số 10 dựa trên 121 thành viên đánh giá,"368,219",HD,2013,Comedy,Khuyến kích đeo tai nghe hoặc mở max volume Lưu ý: không nên xem ở những nơi đông người hoặc nơi đàn ông đang cho con bú...,Mùa xuân,phim lẻ
Kuroko no Basket: Last Game,https://animevietsub.page/phim/kuroko-no-basket-last-game-a1779/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-mjpa6qL6fI.jpg,N/A,9.1 trong số 10 dựa trên 1258 thành viên đánh giá,"1,056,484",HD,2017,"Shounen, School, Sports","Thế hệ kỳ tích, bóng ma thứ 6, ánh sáng của bóng ma thứ 6 Kagami lần đầu tiên cùng thi đấu. Đối thủ của họ là 5 siêu...",Mùa xuân,phim lẻ
Saint Seiya: Legend of Sanctuary,https://animevietsub.page/phim/saint-seiya-legend-of-sanctuary-i1-a2320/,https://cdn.animevietsub.page/data/poster/2017/09/20/animevsub-pWjjMyBwkH.jpg,N/A,7 trong số 10 dựa trên 3 thành viên đánh giá,"25,745",HD,2014,"Shounen, Sci-Fi, Fantasy, Adventure","Saint Seiya Legend of SANCTUARY (聖闘士星矢 LEGEND of SANCTUARY) là một bộ phim Anime 3D chiếu rạp của điện ảnh Nhật Bản, được...",Mùa xuân,phim lẻ
Saint Seiya Movie 4,https://animevietsub.page/phim/saint-seiya-movie-4-i1-a2319/,https://cdn.animevietsub.page/data/poster/2017/09/20/animevsub-3loOy0LRyL.jpg,N/A,5 trong số 10 dựa trên 0 thành viên đánh giá,"17,095",HD,2014,"Shounen, Mystery, Action",Một lần nữa Nữ thần Athena lại bị bắt...Lần này người bắt là Lucifer. Đám Seiya lại 1 lần nữa cứu Athena.,Mùa xuân,phim lẻ
Saint Seiya Movie 3,https://animevietsub.page/phim/saint-seiya-movie-3-i1-a2318/,https://cdn.animevietsub.page/data/poster/2017/09/20/animevsub-2Lw1t9pFbA.jpg,N/A,1 trong số 10 dựa trên 2 thành viên đánh giá,"18,567",HD,2014,"Shounen, Mystery, Action",Phần này nói về cuộc chiến giữa những Seiya và bạn bè chống lại Abel - Thần Mặt Trời và cũng là anh trai của Athena.,Mùa xuân,phim lẻ
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",https://animevietsub.page/phim/saikin-imouto-no-yousu-ga-chotto-okashiinda-ga-ova-a2310/,https://cdn.animevietsub.page/data/poster/2022/09/09/animevsub-1Vt6VSTOTJ.jpg,N/A,8.9 trong số 10 dựa trên 21 thành viên đánh giá,"123,814",HD,2014,"Shounen, Romance, Supernatural, Ecchi, Comedy","Tập OVA của Saikin, Imouto no Yousu ga Chotto Okashiinda ga.

",Mùa xuân,phim lẻ
Sekai kara Neko ga Kieta nara,https://animevietsub.page/phim/sekai-kara-neko-ga-kieta-nara-a2296/,https://cdn.animevietsub.page/data/poster/2017/09/19/animevsub-cE1Z8WJ1zH.jpeg,N/A,10 trong số 10 dựa trên 1 thành viên đánh giá,"16,129",HD,2016,Slice of Life,Một NV đưa thư biết rằng mình không còn sống được bao lâu vì bị ung thư não. Chán nản và về nhà thì anh gặp một “Ác...,Mùa xuân,phim lẻ
Persona 3 the Movie 3: Falling Down,https://animevietsub.page/phim/persona-3-the-movie-3-falling-down-I1-a2155/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-OkcfaXQ4v1.jpg,N/A,9.8 trong số 10 dựa trên 4 thành viên đánh giá,"30,605",HD,2015,"Supernatural, Fantasy, Action","Là phần thứ 3 của Persona 3 The Movie - #1 Spring of Birth và Persona 3 The Movie - #2 Midsummer Knight's Dream

",Mùa xuân,phim lẻ
Persona 3 the Movie 2: Midsummer Knight's Dream,https://animevietsub.page/phim/persona-3-the-movie-2-midsummer-knights-dream-i2-a2154/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-f6Z4aOlp3w.jpg,N/A,10 trong số 10 dựa trên 4 thành viên đánh giá,"40,526",HD,2014,"Supernatural, Fantasy, Action",Chuyển thể từ game Persona 3 của hãng Atlus.Phim kể về một đám học sinh nửa đêm ra đường đánh quái luyện level tập 2,Mùa xuân,phim lẻ
Pokémon: Thám Tử Pikachu,https://animevietsub.page/phim/pokemon-tham-tu-pikachu-a2181/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-KBp9JnF53u.jpg,N/A,7 trong số 10 dựa trên 3 thành viên đánh giá,"50,325",HD,2014,"Fantasy, Comedy, Adventure, Kids","Một câu chuyện ly kỳ, trong đó một nhóm các pokemon vô tội bị lôi kéo vào một nơi chỉ để tìm thấy chính mình bị mắc...",Mùa xuân,phim lẻ
Ookami Kodomo no Ame to Yuki,https://animevietsub.page/phim/ookami-kodomo-no-ame-to-yuki-i1-a2101/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-GpGx6a0or5.jpg,N/A,9.6 trong số 10 dựa trên 27 thành viên đánh giá,"63,698",HD,2012,"Slice of Life, Fantasy","Hai chị em Yuki và Ame có một bí mật. Hai cô cậu nhóc là ‘người sói’, chính xác hơn là ‘nửa người nửa sói’. Mẹ...",Mùa xuân,phim lẻ
Ookami Shoujo to Kuro Ouji OVA,https://animevietsub.page/phim/ookami-shoujo-to-kuro-ouji-ova-a2103/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-NKj1ZK8AKU.jpg,N/A,9.1 trong số 10 dựa trên 16 thành viên đánh giá,"100,513",HD,2015,"Shoujo, School, Romance, Comedy","Tập OVA phim Ookami Shoujo to Kuro Ouji

",Mùa xuân,phim lẻ
Ooo Den O-all Rider: Let's Go Kamen Rider,https://animevietsub.page/phim/ooo-den-o-all-rider-lets-go-kamen-rider-a2109/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-l3hyN4Qv2L.jpg,N/A,8.9 trong số 10 dựa trên 8 thành viên đánh giá,"89,489",HD,2011,"Drama, Action","Bắt đầu với Kamen Rider OOO chiến đấu với ba Mole IMAGIN , mà rút lui vào cơ thể của một cậu bé. Các DenLiner đột nhiên...",Mùa xuân,phim lẻ
Machine-Doll wa Kizutsukanai Specials,https://animevietsub.page/phim/machine-doll-wa-kizutsukanai-specials-a1636/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-D1MQa3rHBP.jpg,N/A,9.1 trong số 10 dựa trên 18 thành viên đánh giá,"105,420",HD,2013,"Seinen, School, Fantasy, Ecchi, Action",Specials của bộ Machine-doll Wa Kizutsukanai (Unbreakable Machine-Doll Special),Mùa xuân,phim lẻ
Macross F Movie 2: Sayonara no Tsubasa,https://animevietsub.page/phim/macross-f-movie-2-sayonara-no-tsubasa-a1645/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-5uyroDpYcW.jpg,N/A,2.8 trong số 10 dựa trên 5 thành viên đánh giá,"32,885",HD,2011,"Sci-Fi, Romance, Space, Music, Military, Mecha, Action",Movie 2 của Macross F,Mùa xuân,phim lẻ
Mushishi Special: Hihamukage,https://animevietsub.page/phim/mushishi-special-hihamukage-a1683/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-LEUZO2ni2Z.jpg,N/A,9.5 trong số 10 dựa trên 21 thành viên đánh giá,"42,674",HD,2014,"Seinen, Slice of Life, Supernatural, Fantasy, Adventure, Historical, Mystery",,Mùa xuân,phim lẻ
Gintama: Shinyaku Benizakura-hen,https://animevietsub.page/phim/gintama-shinyaku-benizakura-hen-i3-a1198/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-hOIRpLLPm8.jpg,N/A,9.2 trong số 10 dựa trên 11 thành viên đánh giá,"99,919",HD,2010,"Shounen, Sci-Fi, Samurai, Comedy, Historical, Parody, Action","Phiên bản movie của phần Benizakura.

",Mùa xuân,phim lẻ
Ojisan to Marshmallow Special,https://animevietsub.page/phim/ojisan-to-marshmallow-special-a2038/,https://cdn.animevietsub.page/data/poster/2017/09/16/animevsub-N7meYenyS0.jpg,N/A,10 trong số 10 dựa trên 1 thành viên đánh giá,"14,864",HD,2016,Comedy,"Phần Special của bộ Ojisan to Marshmallow

",Mùa xuân,phim lẻ
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",https://animevietsub.page/phim/ore-no-nounai-sentakushi-ga-gakuen-love-comedy-wo-zenryoku-de-jama-shiteiru-ova-a2040/,https://cdn.animevietsub.page/data/poster/2017/09/16/animevsub-TYCJhh82aT.jpg,N/A,7.3 trong số 10 dựa trên 37 thành viên đánh giá,"73,280",HD,2014,"School, Romance, Comedy","Tập OVA của NouCome.

",Mùa xuân,phim lẻ
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,https://animevietsub.page/phim/mahou-shoujo-lyrical-nanoha-the-movie-2nd-as-a1726/,https://cdn.animevietsub.page/data/poster/2017/09/15/animevsub-kOyqTVND10.jpg,N/A,9.6 trong số 10 dựa trên 8 thành viên đánh giá,"56,353",HD,2012,"Super Power, Drama, Comedy, Magic, Action",Sự xuất hiện của các chiến binh Belka và Hắc Thư (Book of darkness) khiến Nanoha và Fate gặp rất nhiều khó khăn. Câu chuyện...,Mùa xuân,phim lẻ
Chi's Sweet Home OVA,https://animevietsub.page/phim/chiis-sweet-home-a660/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-80214.jpg,N/A,9 trong số 10 dựa trên 4 thành viên đánh giá,"17,131",HD,2010,"Slice of Life, Comedy, Kids","OVA của series Chi’s Sweet Home.

",Mùa xuân,phim lẻ
Lupin the IIIrd: Jigen Daisuke no Bohyou,https://animevietsub.page/phim/lupin-the-iiird-jigen-daisuke-no-bohyou-a1716/,https://cdn.animevietsub.page/data/poster/2017/09/15/animevsub-Bk0ajY7HG1.jpg,N/A,9.3 trong số 10 dựa trên 3 thành viên đánh giá,"50,325",HD,2014,"Seinen, Drama, Comedy, Adventure, Action",Lupin và Jigen đi đến điểm tham quan của họ với tên chổi nhỏ nằm ở các quốc gia Đông Doroa. Đất nước này đã củng...,Mùa xuân,phim lẻ
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,https://animevietsub.page/phim/stein-sgate-movie-fuka-ryouiki-no-deja-vu-i3-a639/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-50317.jpg,N/A,9.7 trong số 10 dựa trên 104 thành viên đánh giá,"144,867",HD,2013,"Sci-Fi, Thriller","Movie của TV series Steins Gate

",Mùa xuân,phim lẻ
Thám Tử Conan Movie 2: Mục Tiêu Thứ 14,https://animevietsub.page/phim/tham-tu-conan-movie-2-muc-tieu-thu-14-a608/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-77132.jpg,N/A,9.2 trong số 10 dựa trên 32 thành viên đánh giá,"959,779",HD,1998,"Shounen, Police, Comedy, Adventure, Mystery","

Ran có một cơn ác mộng về mẹ mình chết, nhưng bắt đầu nhớ những gì thực sự đã xảy ra liên quan đến bản thân...",Mùa xuân,phim lẻ
Thám Tử Conan Movie 1: Quả Bom Chọc Trời,https://animevietsub.page/phim/tham-tu-conan-movie-1-qua-bom-choc-troi-a607/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-77131.jpg,N/A,9.4 trong số 10 dựa trên 31 thành viên đánh giá,"1,281,152",HD,1997,"Shounen, Police, Comedy, Adventure, Mystery","Cuối tháng 4, Shinichi nhận được thiệp mời đến dự tiệc trà của kiến trúc sư Moriya Teiji. Vì đang sống dưới thân phận...",Mùa xuân,phim lẻ
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,https://animevietsub.page/phim/love-hina-haru-special-kimi-sakura-chiru-nakare-a1701/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-p7ofLJykyx.jpg,N/A,5.5 trong số 10 dựa trên 2 thành viên đánh giá,"24,500",HD,2001,"Romance, Comedy, Adventure","Love Hina Spring Special.

",Mùa xuân,phim lẻ
Drifters: Special Edition,https://animevietsub.page/phim/drifters-special-edition-i2-a584/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-80265.jpg,N/A,9 trong số 10 dựa trên 7 thành viên đánh giá,"54,573",,2016,"Seinen, Samurai, Fantasy, Comedy, Adventure, Historical, Action","Tập phim OVA của phim Drifters, ra mắt trước khi tháng 10 ra bản TV Series Drifters",Mùa xuân,phim lẻ
Akaneiro ni Somaru Saka,https://animevietsub.page/phim/akaneiro-ni-somaru-saka-i3-a210/,https://cdn.animevietsub.page/data/poster/2017/08/18/animevsub-21525.jpg,N/A,9 trong số 10 dựa trên 20 thành viên đánh giá,"94,401",HD,2008,"School, Romance, Harem, Comedy","Một ngày nọ, Junichi Nagase - cậu học sinh được biết đến như một tên tôi phạm man rợ “Geno Killer” đã cứu Katagiri Yuuhi...",Mùa xuân,phim lẻ
One Piece Movie 4: Dead End no Bouken,https://animevietsub.page/phim/one-piece-movie-4-dead-end-no-bouken-i3-a9/,https://cdn.animevietsub.page/data/poster/2017/08/08/animevsub-poster-5448.jpg,N/A,7.4 trong số 10 dựa trên 22 thành viên đánh giá,"264,182",HD,2003,"Shounen, Super Power, Fantasy, Comedy, Adventure, Action",Nhóm Luffy có cuộc hành trính tới bến cảng Anabaru. Tại đây đang tổ chức một cuộc thi mà người chiến thắng sẽ có được...,Mùa xuân,phim lẻ
Legend of the Millennium Dragon,https://animevietsub.page/phim/legend-of-the-millennium-dragon-a1625/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-dpfgwzPY1x.jpg,N/A,9.5 trong số 10 dựa trên 2 thành viên đánh giá,"15,225",HD,2011,"Supernatural, Demons, Action",Một cậu bé 15 tuổi quay trở về 1200 năm trước để tìm đến với số phận của mình – trở thành đấng cứu thế ra tay...,Mùa xuân,phim lẻ
Grisaia no Meikyuu: Caprice no Mayu 0,https://animevietsub.page/phim/grisaia-no-meikyuu-caprice-no-mayu-0-i3-a1166/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-bEA0PPWGfp.jpg,N/A,9.1 trong số 10 dựa trên 37 thành viên đánh giá,"210,717",HD,2015,Drama,"Bộ phim Kể về quá khứ của Yuuji từ khi còn nhỏ đến lớn…

",Mùa xuân,phim lẻ
L♥DK,https://animevietsub.page/phim/ldk-r1-a1611/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-JNNfshOFQ0.jpg,N/A,5.5 trong số 10 dựa trên 2 thành viên đánh giá,"60,600",HD,2014,"School, Romance, Live Action","L-DK là một bộ phim Nhật Bản dựa trên bộ truyện tranh cùng tên. Gia đình của Nishimori Aoi, một nữ sinh trung học, phải chuyển...",Mùa xuân,phim lẻ
"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",https://animevietsub.page/phim/new-game-watashi-shain-ryokou-tte-hajimete-nano-de-i1-a1843/,https://cdn.animevietsub.page/data/poster/2017/09/15/animevsub-nHWOfRIoZ0.jpg,N/A,10 trong số 10 dựa trên 23 thành viên đánh giá,"37,705",HD,2017,"Slice of Life, Ecchi, Comedy","Tập phim OVA của anime New game

",Mùa xuân,phim lẻ
Gokukoku no Brynhildr Special,https://animevietsub.page/phim/gokukoku-no-brynhildr-special-i3-a1120/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-hmFGzbCJez.jpg,N/A,9.3 trong số 10 dựa trên 23 thành viên đánh giá,"89,558",BD,2014,"Seinen, Sci-Fi, Harem, Ecchi, Comedy","Không có gì đặc biệt, số phận tên nào lắm gái cũng phải trải qua, Ep đặc biệt này là cuộc thi để chọn ai là vợ chính...",Mùa xuân,phim lẻ
Hyouka: Motsubeki Mono wa,https://animevietsub.page/phim/hyouka-motsubeki-mono-wa-i4-a1608/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-4iggk376ex.jpg,N/A,9.3 trong số 10 dựa trên 75 thành viên đánh giá,"188,476",HD,2012,Slice of Life,"Tập 11,5, một OVA đi kèm với khối lượng thứ ba của manga. Oreki Houtarou làm việc tại một bể bơi.",Mùa xuân,phim lẻ
Mộ Đom Đóm,https://animevietsub.page/phim/mo-dom-dom-a1661/,https://cdn.animevietsub.page/data/poster/2017/09/14/animevsub-VIdvSYSUeQ.jpg,N/A,9.8 trong số 10 dựa trên 100 thành viên đánh giá,"391,251",HD,1988,"Drama, Historical","Được đặt trong bối cảnh giai đoạn cuối của Chiến tranh thế giới 2 ở Nhật Bản, bộ phim kể lại câu chuyện chua xót...",Mùa xuân,phim lẻ
Hoshi wo Ou Kodomo,https://animevietsub.page/phim/hoshi-wo-ou-kodomo-r3-a1579/,https://cdn.animevietsub.page/data/poster/2017/09/13/animevsub-6DveiMM5wj.jpg,N/A,9.4 trong số 10 dựa trên 23 thành viên đánh giá,"57,490",HD,2011,"Romance, Fantasy, Adventure",Asuna mất cha từ nhỏ và sống một cuộc đời thật cô đơn. Cô dành thời gian nghe một bài hát kỳ lạ thông qua một thiết...,Mùa xuân,phim lẻ
Hinata no Aoshigure,https://animevietsub.page/phim/hinata-no-aoshigure-a1566/,https://cdn.animevietsub.page/data/poster/2017/09/13/animevsub-IinYMS0Izd.jpg,N/A,9.6 trong số 10 dựa trên 7 thành viên đánh giá,"20,694",BD,2013,"Romance, Fantasy, Adventure","Hinata rất giỏi vẽ và cậu thích cô bạn cùng lớp tên Shigure, nhưng Hinata lại không giỏi nói chuyện với người khác nên...",Mùa xuân,phim lẻ
Khu Vườn Ngôn Từ,https://animevietsub.page/phim/khu-vuon-ngon-tu-a1744/,https://cdn.animevietsub.page/data/poster/2017/09/15/animevsub-h4hRQbFfMU.jpg,N/A,9.6 trong số 10 dựa trên 239 thành viên đánh giá,"461,823",HD,2013,"Romance, Slice of Life, Psychological, Drama","Cũng giống như những tác phẩm trước đây của Makoto Shinkai, những câu truyện khác nhau, những con người khác nhau nhưng luôn...",Mùa xuân,phim lẻ
Mở Ra Một Thế Giới Tuyệt Vời OVA,https://animevietsub.page/phim/mo-ra-mot-the-gioi-tuyet-voi-ova-a1737/,https://cdn.animevietsub.page/data/poster/2017/09/15/animevsub-WCbNc3D7nG.jpg,N/A,9.8 trong số 10 dựa trên 151 thành viên đánh giá,"600,423",HD,2016,"Fantasy, Comedy","OVA Kono Subarashii Sekai ni Shukufuku wo!

",Mùa xuân,phim lẻ
Kekkai Sensen: Ousama no Restaurant no Ousama,https://animevietsub.page/phim/kekkai-sensen-ousama-no-restaurant-no-ousama-i1-a1466/,https://cdn.animevietsub.page/data/poster/2017/09/13/animevsub-m7mGR9lA2m.jpg,N/A,8.5 trong số 10 dựa trên 13 thành viên đánh giá,"55,703",HD,2016,"Shounen, Vampire, Supernatural, Super Power, Fantasy, Action","Tập phim OVA của phim Kekkai Sensen diễn ra trong 1 nhà hàng sôi động

",Mùa xuân,phim lẻ
Karas: The Prophecy,https://animevietsub.page/phim/karas-the-prophecy-a1424/,https://cdn.animevietsub.page/data/poster/2017/09/12/animevsub-jjOYa9sa7t.jpg,N/A,7 trong số 10 dựa trên 1 thành viên đánh giá,"16,607",HD,2005,"Supernatural, Action",Thế giới của con người hòa trộn với thế giới của những Youkai – thế giới quái vật. Con người không hề nhận ra rằng...,Mùa xuân,phim lẻ
Kagi Dorobo no Mesoddo,https://animevietsub.page/phim/kagi-dorobo-no-mesoddo-a1323/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-fyV5n0QYkz.jpg,N/A,1 trong số 10 dựa trên 2 thành viên đánh giá,"15,017",HD,2012,Action,"Kagi-dorobou no mesoddo (Key of Life - Chìa khóa của cuộc đời) Một diễn viên thất bại và một sát thủ gặp nhau tại nhà tắm,...",Mùa xuân,phim lẻ
Kagaku na Yatsura,https://animevietsub.page/phim/kagaku-na-yatsura-i1-a1320/,https://cdn.animevietsub.page/data/poster/2023/03/05/animevsub-2HwoA27H8h.jpg,N/A,7.7 trong số 10 dựa trên 14 thành viên đánh giá,"125,583",HD,2013,"Seinen, Sci-Fi, School, Romance, Ecchi, Comedy",Haruki là một thanh niên có hai người bạn không bình thường! Ayana được chuyển đổi có tai và đuôi của một con chó và...,Mùa xuân,phim lẻ
Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,https://animevietsub.page/phim/hibike-euphonium-movie-kitauji-koukou-suisougaku-bu-e-youkoso-a1451/,https://cdn.animevietsub.page/data/poster/2017/09/12/animevsub-490fOMzV0V.jpg,N/A,9.4 trong số 10 dựa trên 24 thành viên đánh giá,"58,258",HD,2016,"School, Music","Movie recap của season 1 kèm thêm vài cảnh mới.

",Mùa xuân,phim lẻ
LIÊN MINH CÔNG LÝ ĐỤNG ĐỘ NHÓM TEEN TITANS,https://animevietsub.page/phim/lien-minh-cong-ly-dung-do-nhom-teen-titans-a1306/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-udAnsFwIkf.jpg,N/A,9.5 trong số 10 dựa trên 2 thành viên đánh giá,"42,488",HD,2016,Action,Trong phim thì Justice League bị Trigon (bố của Raven) điều khiển và chỉ còn những người hùng trẻ tuổi của nhóm Teen Titans...,Mùa xuân,phim lẻ
Inazuma Eleven: Chou Jigen Dream Match,https://animevietsub.page/phim/inazuma-eleven-chou-jigen-dream-match-a1238/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-f9qfDZQz5w.jpg,N/A,9.8 trong số 10 dựa trên 4 thành viên đánh giá,"61,602",HD,2014,"Shounen, Super Power, Sports",Là movie thứ tư của loạt phim Inazuma Eleven và movie thứ 3 của phần Inazuma Eleven GO. Đây là một movie đặc biệt nhằm kỉ...,Mùa xuân,phim lẻ
"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",https://animevietsub.page/phim/inari-konkon-koi-iroha-inari-konkon-semishigure-i3-a1230/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-FWN3VLDJiJ.jpg,N/A,9.3 trong số 10 dựa trên 15 thành viên đánh giá,"53,877",HD,2014,"Seinen, Romance, Supernatural, Comedy","Tập OVA của Inari, Konkon, Koi Iroha.

",Mùa xuân,phim lẻ
Về Bên Anh,https://animevietsub.page/phim/ve-ben-anh-a1227/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-2okcL4tbbP.jpg,N/A,4 trong số 10 dựa trên 3 thành viên đánh giá,"21,653",HD,2004,"Romance, Slice of Life",Phim Về Bên Anh kể về Takumi - một người đàn ông góa vợ sống một cuộc đời lặng lẽ cùng cậu con trai 6 tuổi Yuji sau...,Mùa xuân,phim lẻ
Hentai Kamen Season 2,https://animevietsub.page/phim/hentai-kamen-season-2-i1-a1398/,https://cdn.animevietsub.page/data/poster/2017/09/12/animevsub-4dXz3ERCDG.jpg,N/A,6.2 trong số 10 dựa trên 5 thành viên đánh giá,"58,380",HD,2016,"Ecchi, Adventure, Action","
                    

Tin tức về sự biến mất của chiếc quần lót được thông báo mỗi ngày. Kyosuke vẫn đội cái quần...",Mùa xuân,phim lẻ
Cuộc chiến gấu trúc,https://animevietsub.page/phim/cuoc-chien-gau-truc-a1387/,https://cdn.animevietsub.page/data/poster/2017/09/12/animevsub-H6Ys8WqOLC.jpg,N/A,9.2 trong số 10 dựa trên 5 thành viên đánh giá,"50,611",SD,1994,Kids,"Đối mặt với sự hủy hoại môi trường sống vì sự phát triển của thành phố Tokyo, một nhóm gấu chó đã vùng lên cố...",Mùa xuân,phim lẻ
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,https://animevietsub.page/phim/hayate-no-gotoku-atsu-ga-natsuize-mizugi-hen-i1-a1375/,https://cdn.animevietsub.page/data/poster/2017/09/12/animevsub-duAlN3kmpo.jpg,N/A,7.8 trong số 10 dựa trên 6 thành viên đánh giá,"36,650",HD,2009,"Romance, Harem, Comedy, Parody, Action","OVA phần Cuties...

",Mùa xuân,phim lẻ
Hayate no Gotoku! OVA,https://animevietsub.page/phim/hayate-no-gotoku-ova-i1-a1376/,https://cdn.animevietsub.page/data/poster/2017/09/12/animevsub-DtpPr0RLi8.jpg,N/A,8.7 trong số 10 dựa trên 9 thành viên đánh giá,"42,918",HD,2014,"Shounen, Romance, Harem, Comedy, Parody","OVA của series Hayate no Gotoku 2nd Season.

",Mùa xuân,phim lẻ
Aiamuahiro,https://animevietsub.page/phim/aiamuahiro-a1206/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-X1RpVMjpQ8.jpg,N/A,8.5 trong số 10 dựa trên 6 thành viên đánh giá,"18,757",HD,2016,Action,Một loại virus bí ẩn đột ngột lây lan toàn nước Nhật khiến dân tình hoảng loạn trên diện rộng. Những người bị nhiễm...,Mùa xuân,phim lẻ
Gift: Eternal Rainbow Special,https://animevietsub.page/phim/gift-eternal-rainbow-special-a1089/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-VBR0F452Qn.jpg,N/A,4.3 trong số 10 dựa trên 3 thành viên đánh giá,"21,476",HD,2007,"Romance, Harem, Ecchi, Comedy, Magic","Special của Gift: Eteal Rainbow.

",Mùa xuân,phim lẻ
Linh hồn của máy 1: Bóng ma đau khổ,https://animevietsub.page/phim/linh-hon-cua-may-1-bong-ma-dau-kho-a1079/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-NJD977LoN7.jpg,N/A,5.5 trong số 10 dựa trên 2 thành viên đánh giá,"22,250",HD,2013,"Sci-Fi, Psychological, Police, Mecha","Năm 2027, thành phố New Port vẫn đang hồi phục từ hậu quả của chiến tranh. Một sĩ quan quân đội bị tình nghi liên quan...",Mùa xuân,phim lẻ
Gekijouban Chou Kamen Rider Den-O & Decade,https://animevietsub.page/phim/gekijouban-chou-kamen-rider-den-o-decade-a1055/,https://cdn.animevietsub.page/data/poster/2017/09/11/animevsub-MxmmcDL8Fo.jpg,N/A,4.6 trong số 10 dựa trên 5 thành viên đánh giá,"51,171",HD,2009,Action,"Thế giới này, cùng 9 thế giới khác đang bắt đầu sụp đổ. 10 thế giới dần dần kết hợp với nhau làm 1, lúc đó, tất...",Mùa xuân,phim lẻ
Sinh Tử Luân Hồi (Live Action),https://animevietsub.page/phim/sinh-tu-luan-hoi-live-action-a1037/,https://cdn.animevietsub.page/data/poster/2017/09/10/animevsub-UnbQQCfwcf.jpg,N/A,7 trong số 10 dựa trên 3 thành viên đánh giá,"48,672",HD,2004,Action,Gantz xoay quanh 2 chàng trai trẻ do Kei Kurono và Masaru Kato. Hai người đã chết trong một tai nạn nhưng lại được một vật thể...,Mùa xuân,phim lẻ
